Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
Krankenhaus Lindenbrunn, 1 star ,3 months ago,13,"(Translated by Google) I cannot recommend this rehab. My father deliberately stored the rehab incorrectly and now he has an open wound in one place and almost an open wound in 4 other places, shortly before that. The doctors are well, there are better ones. A nurse who is there on the 3rd floor on Saturdays, someone with a full beard around 25-35 years old, is super aggressive and is also aggressive with patients. I am an eyewitness. In this rehab my father became diabetic and his health has deteriorated dramatically. I ask you to take care and control your loved ones permanently. This rehab took advantage of the funds from the health insurance for 4 weeks and did not treat my father well. Every time I was there, my father's eyes were closed with medication. I wish with all my heart that those who treated my father like that will be treated worse in old age. I still can't get over what my father had to endure there. He told me that he had to suffer a lot there. I deeply regret that I sent my father there. Sorry dad. Forgive me. I'm sorry 😢. Because of Lindenbrunnen my father died on December 7th, 2020. His condition there has deteriorated 80%. He had cubitus spots in several places that were definitely caused by this hospital. 100%. Before my father had to go to rehab, he could laugh, talk and walk, except for that, move, after the stay in Lindenbrunnen, he could no longer do anything. This hospital needs to be closed. I will now also turn on the Minister of Health. Drecxxxxxx

(Original)
Ich kann diese  Reha nicht empfehlen . Die Reha hat bewusst mein Vater falsch gelagert und jetzt hat er an einer Stelle eine offene Wunde und an 4 anderen Stelle fast eine offene Wunde, kurz davor. Die Ärtzte sind na ja, gibt bessere. Ein Pfleger der samstags dort ist in der 3.Etage arbeitet einer mit Vollbart so 25-35Jahre alt ist super aggressiv und geht auch aggressiv  mit den Patienten um. Bin Augenzeuge. In dieser  Reha ist mein Vater Diabetiker geworden und seine Gesundheit ist drastisch schlechter geworden. Ich bitte euch, passt auf und kontrolliert euren Angehörigen dauerhafte. Diese Reha hat 4 Wochen die Gelder von der Krankenkasse ausgenutzt und haben mein Vater nicht gut behandelt. Jedesmal wenn ich da war, waren die Augen von meinem Vater zu, mit Medikamenten still gelegt. Ich wünsche mir von ganzen Herzen, das die jenigen die mein Vater so behandelt haben im Alter noch schlimmer behandelt werden. Ich komme immer noch nicht darüber hinweg, was mein Vater dort erleiden musste. Er hat mir gesagt, das er dort sehr viel leiden musste. Ich bereue es zutiefst, das ich mein Vater dort hingeschickt haben. Sorry Papa. Vergib mir. Es tut mir Leid 😢. So wegen Lindenbrunnen ist mein Vater am 7.12.20 verstorben. Sein Zustand hat sich dort 80% verschlechtert. Er hat cubitus Stellen gehabt an mehreren Stellen, die von diesen Krankehaus definitiv verursacht wurde. 100%. Bevor mein Vater zur Reha musste, konnte er lachen, reden und sich bis auf das gehen, sich bewegen, ab dem Aufenthalt in Lindenbrunnen, konnte er nichts mehr. Diese Krankehaus muss dicht gemacht werden.  Ich werde jetzt auch das Gesundheitsminister einschalten. Drecxxxxxx"
Krankenhaus Lindenbrunn, 2 stars ,a year ago,9,"(Translated by Google) The right hand knows nothing of the left hand

(Original)
Die rechte, weiß von der linken Hand nichts"
Krankenhaus Lindenbrunn, 1 star ,2 years ago,15,"(Translated by Google) One can only advise against this hospital! The doctors cannot be spoken to. Patients are sedated with heavy medication and if they doze off we tell them their relatives will not go along with them, as well as when one is on drugs. And one is also robbed: two good, expensive towels .an expensive hot water bottle and a very good hairbrush in professional quality. A star just so that you can post, I could write more bad things but I preferred to read that. This house should be reorganized from scratch! .It doesn't work the way it is now!

(Original)
Man kann von diesem Krankenhaus nur abraten! Die Ärzte sind nicht zu sprechen.Patienten werden mit schweren Medikamenten ruhig gestellt und wenn sie denn dahindösen wir ihnen gesagt ihre Angehörige macht ja nicht mit , ja wie denn auch wenn man unter Drogen steht.Und man wird auch noch bestohlen: zwei gute teure Handtücher .eine teure Wärmflasche und eine sehr gute Haarbürste in Profiqualität Ein Stern nur damit man das Posten kann ich könnte noch mehr schlechtes schreiben aber das las ich lieber. Dieses Haus sollte sich von Grund aus neu aufstellen!.So wie es jetzt ist geht es schon mal gar nicht!"
Krankenhaus Lindenbrunn, 5 stars ,a year ago,0,"(Translated by Google) very friendly staff,
competent nurses, therapists and doctors who mean well with their patients
cordial treatment,
would at any time choose relatives or self-affected this Krhs / rehab.

(Original)
sehr freundliches Personal,
kompetente Pflegende, Therapeuten und Ärzte, die es gut mit den Patienten meinen
herzlicher Umgang,
würden jederzeit wieder Angehörige oder selbstbetroffen dieses Krhs/Reha wählen."
Krankenhaus Lindenbrunn, 5 stars ,a year ago,1,"(Translated by Google) Very nice Pfegeteam there.

(Original)
Sehr nettes Pfegeteam dort."
Krankenhaus Lindenbrunn, 5 stars ,2 years ago,9,"(Translated by Google) Took my father to the clinic today. After a femoral neck operation 10 days ago, he should now recover here and, if possible, find his old mobility / and thus independence. Of course, after we found out that he was going to this clinic, I also read the reviews of this clinic and I have to admit I was slightly worried. Here are my experiences:
The ladies at the reception were very helpful. Super friendly and nice the treatment at the registration, down at the entrance. So we immediately got a wheelchair on loan so that we could get to the station relaxed, set up his phone and received friendly and helpful directions to a supermarket.
The nurses were very friendly. Especially the one who took care of our recording was super friendly, asked a lot of questions, made notes, ticked off and much more. everything to obtain a corresponding assessment of his current physical condition. She also gave my father extensive information. We were informed of the risk of theft without being asked. In my opinion, there is unfortunately a problem in all freely accessible rehabs and clinics. All in all, we never experienced any time pressure !!! Then my father was interviewed in detail by a very nice doctor, rehab goals were noted and, in my opinion, examined very thoroughly. A senior physician also came in from time to time. He was also very friendly (fond of children, I had my little daughter with me), also interested in previous illnesses and their consequences. Since my father wasn't in pain, he immediately reduced the pain medication, with the option of being able to change it when the pain arises. So nothing from the ""pumping up"" of the patient described here. Since my father came to the clinic on a Friday and there was so much time taken for the admission interviews, we have not yet seen any physiotherapists in action. Based on their colored clothing, we could already see them while crossing the small park ... they also seemed very nice. I will report!!!
My father feels that he is in good hands here and looks visibly relieved.
The outdoor area is very well-kept and nice to look at ... there are also plenty of seating options. Many patients use this.
I will continue to report.

(Original)
Habe heute meinen Vater in die Klinik gebracht. Nach einer Oberschenkelhalsbruch-Operation vor 10 Tagen, soll er nun hier genesen und möglichst zu seiner alten Beweglichkeit/und somit Selbstständigkeit zurückfinden. Nachdem wir erfuhren, dass er in diese Klinik kommen würde, las ich natürlich auch die Rezensionen dieser Klinik und muss zugeben, ich war leicht beunruhigt. Hier nun meine Erfahrungen:
Die Damen an der Aufnahme waren sehr hilfsbereit. Super freundlich und nett die Behandlung an der Anmeldung, unten am Eingang. So bekamen wir sofort leihweise einen Rollstuhl, um entspannt in die Station zu kommen, richteten sein Telefon ein und ich bekam eine freundliche und hilfreiche Wegbeschreibung zu einem Supermarkt.
Die Pflegerinnen/Schwestern waren total freundlich. Besonders die, die unsere Aufnahme betreute, war super freundlich,  stellte viele Fragen, machte sich Notizen, kreuzte an uvm. alles zur Gewinnung einer entsprechenden Einschätzung seiner momentanen körperlichen Verfassung. Auch informierte sie meinen Vater ausgiebig. Auf die Gefahr von Diebstählen wurden wir unaufgefordert hingewiesen. Meiner Meinung nach leider bestimmt in allen frei zugänglichen Rehas bzw. Kliniken ein Problem. Summa summarum erfuhren wir an keiner Stelle Zeitdruck!!! Anschließend wurde mein Vater von einer sehr netten Ärztin ausführlichst befragt, Reha-Ziele notiert und meiner Meinung nach sehr gründlich untersucht. Ein Oberarzt kam auch noch zeitweise hinzu. Auch er war sehr freundlich, (kinderlieb, ich hatte meine kleine Tochter dabei) interessiert auch an Vorerkrankungen und deren Folgen. Da mein Vater keine Schmerzen hatte, nahm er gleich eine Reduzierung der Schmerzmittel vor, mit der Option diese bei aufkommenden Schmerzen verändern zu können. Also nix von hier beschriebenem ""Vollpumpen"" der Patienten. Da mein Vater an einem Freitag in die Klinik kam und sich für die Aufnahmegespräche so viel Zeit genommen wurde, erlebten wir noch keine Physiotherapeutinnen/en in Aktion. Anhand ihrer farblichen Bekleidung konnten wir diese bereits beim Durchqueren des kleinen Parks sehen... sie schienen ebenfalls sehr nett. Ich werde berichten!!!
Mein Vater fühlt sich hier gut aufgehoben und wirkte sichtlich erleichtert.
Die Außenanlage ist sehr gepflegt und hübsch anzusehen... auch gibt es viele Sitzmöglichkeiten. Viele Patienten nutzen diese.
Ich werde weiter berichten."
Krankenhaus Lindenbrunn, 5 stars ,a year ago,3,"(Translated by Google) If a patient is very immobile and ill, he will recover in this clinic.

(Original)
Wenn ein Patient sehr immobil ist und krank, kommt er in dieser Klinik wieder auf die Beine."
Krankenhaus Lindenbrunn, 1 star ,2 years ago,18,"(Translated by Google) Failure in communication and care.
Doctors are almost impossible to speak, important information such as the date of discharge will not be communicated to the relatives. You don't learn anything, so you can e.g. do not look for a nursing home place in advance. Suddenly everything goes bang-on-fall, and that in an already difficult situation. The social workers are unfriendly, do not keep appointments and are generally incompetent. Completely bedridden patients are discharged with care level * 2 *. It seems to be well known in the nursing community that patients like to be sedated with heavy medication so that they don't do extra work. As it turned out after the discharge, there was a severe untreated urinary tract infection from infected catheters. Total failure!

(Original)
Versagen bei Kommunikation und Pflege.
Ärzte sind so gut wie nicht zu sprechen, wichtige Informationen wie z.B. der Entlassungstermin werden nicht an die Angehörigen mitgeteilt. Man erfährt nichts, kann also z.B. nicht im Vorfeld einen Pflegeheimplatz suchen. Plötzlich geht alles Knall-auf-Fall, und das in einer ohnehin schon schweren Situation. Die Sozialbetreuer sind unfreundlich, halten Termine nicht ein und sind generell inkompetent. Voll bettlägerige Patienten werden mit Pflegegrad *2* entlassen. Es scheint in Pflegekreisen bekannt zu sein, dass Patienten gerne mit schweren Medikamenten ruhig gestellt werden, damit sie keine zusätzliche Arbeit machen. Wie sich nach der Entlassung herausstellt lag eine schwere unbehandelte Harnwegsinfektion durch infizierten Katheter vor. Völliges Versagen!"
Krankenhaus Lindenbrunn, 1 star ,2 years ago,8,"(Translated by Google) Attention! It is stolen here!
The cash is stolen from the patients.
A huge mess !!!

(Original)
Vorsicht! Hier wird geklaut!!!
Den Patienten wird das Bargeld gestohlen.
Eine Riesensauerei!!!"
Krankenhaus Lindenbrunn, 1 star ,3 years ago,9,"(Translated by Google) My mother is currently in this rehab clinic, you do not reply to emails, the ward doctor does not speak bad German and English at all, ward nurses are very nice, but the whole thing is just a disaster this rehab clinic ...

(Original)
Meine Mutter liegt derzeit in dieser Reha Klinik, man antwortet nicht auf Mails, der Stationarzt sprich schlechtes Deutsch und Englisch wohl garnicht,  Stationsschwestern sind sehr nett, aber das ganze einfach nur Katastrophe diese Reha Klinik..."
Krankenhaus Lindenbrunn, 1 star ,3 years ago,13,"(Translated by Google) Under all piss my grandmother is there for four weeks because of a stroke I thought I didn't see the right way of handling it was very rubust she was woken up from the sleep but so that she got shock ... ringing the nurses in the office and reading instead of coming to use pah zero nothing is done my grandma was placed in a wheelchair in the hallway for three hours .... the catheter of the neighbor's bed almost burst because it was so full! Tablets are not given directly, but put up, if you speak to the staff what tablets they are, you can just ask the doctor .... care, wash zero grandma so muffle so little things every care at home brings more than this rehab !!! !!!! Alone purpose handling, like on the assembly line like a piece of cattle SAD

(Original)
Unter aller sau meine Oma ist wegen Schlaganfall dort seid vier Wochen ich dachte sehe nicht richtig der Umgang ist sehr rubust sie wird aus dem Schlaf gerissen aber so das sie Schock bekommt... Klingelt man sitzen die pfleger im dienstzimmer und lesen statt zu kommen Anwendung pah gleich null nix wird gemacht meine Oma wurde drei Stunden im Rollstuhl auf dem Flur gestellt.... Katheter der Bett Nachbarin fast geplatzt, weil er so voll war! Tabletten werden nicht direkt gegeben sondern hingestellt, spricht man das Personal an welche Tabletten das sind hört man nur fragen sie den Arzt.... Pflege, waschen gleich null Oma muffelt also so viel Kleinigkeiten jede Pflege zuhause bringt mehr als diese Reha!!!!!!! Alleine zweck Umgang, wie auf dem Fließband wie ein Stück Vieh TRAURIG"
Krankenhaus Lindenbrunn, 5 stars ,3 years ago,5,"(Translated by Google) I can't really rate the clinic itself. However, I would like to praise the chief physician Professor Dr med Dr Phil Evers here. He is not conceited or otherwise, like many others with so many Dr. titles and a professor in front of them. He is really human, friendly, understanding. As I said, I can't say much about the KH itself, but the staff I met was always friendly. I cannot understand all of these negative reviews here. It may be that it is different inpatient, but with all the budget cuts and co in the public sector, an inpatient stay in a hospital is no longer pleasant. I have been to 12 different state and privatized hospitals in the past years and none of them I would rate with more than 2 stars. But Prof Dr Dr Evers and his team get 5 out of 5 stars from me!

(Original)
Ich kann die Klinik ansich nicht wirklich bewerten. Möchte allerdings den Chefarzt Professor Dr med Dr Phil Evers hier einmal loben. Er ist nicht eingebildet oder sonst wie, wie viele andere mit sovielen Dr Titeln und nem Professor davor. Er ist echt menschlich,freundlich, verständnissvoll. Zum KH selbst kann ich wie gesagt nicht viel sagen, aber auch das Personal welches ich begegnete war immer freundlich. Ich kann diese ganzen Negativen Bewertungen hier  gar nicht nachvollziehen. Mag sein das es Stationär anders ist, aber bei den ganzen Budgetkürzungen und co im Öffentlichen Bereich, ist ein stationärer Aufenthalt in keinem Krankenhaus mehr angenehm. Ich war in den letzten Jahren bestimmt in 12 verschiedenen staatlichen und Privatisierten Krankenhäusern und keines davon würde ich mit mehr als 2 Sternen bewerten. Aber Prof Dr Dr Evers und sein Team bekommt 5von 5 Sterne von mir!"
Krankenhaus Lindenbrunn, 2 stars ,7 years ago,9,"(Translated by Google) Too impersonal for a rehab clinic, all very superficial, seems nice and clean but my family's personal experience is not good ...

(Original)
Zu unpersönlich für eine Rehaklinik, alles sehr oberfächlich, scheint nett und sauber aber persönliche Erfahrung meiner Familie ist nicht gut..."
Krankenhaus Lindenbrunn, 2 stars ,6 years ago,6,"(Translated by Google) If you (as an epileptic, for example) can only be disciplined (or have to ...) to continue pumping just with medis, hmm .. ok, please!
I can do that during in-patient stays, but also in the neurological department of our KH. Since I do not have to leave the city and my family for weeks to let me pretend interest in the end to get the same pills ..?!
I felt helpless, not taken seriously or mentally not o.k. stamped and the room with 3 people of various neurological complaints .. Well ..
I can not remember exactly but I think I left the clinic instead of after 4, after 2 1/2 weeks ..

(Original)
Wenn man (z.B. als Epileptiker) nur diszipliniert da liegen kann (oder muss..) um sich weiter einfach nur mit Medis vollpumpen zu lassen, hmm.. ok, bitte!
Das kann ich bei stationären Aufenthalten, in der neurologischen Abteilung unseres KHs aber auch! Da muss ich nicht erst über Wochen die Stadt und meine Familie verlassen um mir Interesse vorgaukeln zu lassen um im Endeffekt die selben Pillen zu kriegen..?!
Ich fühlte mich hilflos, nicht ernstgenommen bzw. als psychisch nicht o.k. abgestempelt und die Zimmer mit 3 Personen verschiedener neurologischer Beschwerden.. Naja..
Ich kann mich nicht genau erinnern aber ich glaube ich habe die Klinik statt nach 4, nach 2 1/2 Wochen verlassen.."
Krankenhaus Lindenbrunn, 5 stars ,3 years ago,4,"(Translated by Google) Very good doctors and very nice staff !!

(Original)
Sehr gute Ärzte und sehr nettes Personal !!"
Krankenhaus Lindenbrunn, 1 star ,a year ago,0,
Krankenhaus Lindenbrunn, 5 stars ,2 years ago,0,
Krankenhaus Lindenbrunn, 1 star ,a year ago,0,
Krankenhaus Lindenbrunn, 5 stars ,8 months ago,0,
Krankenhaus Lindenbrunn, 4 stars ,a month ago,0,
Krankenhaus Lindenbrunn, 5 stars ,2 years ago,0,
Krankenhaus Lindenbrunn, 1 star ,a year ago,0,
Krankenhaus Lindenbrunn, 3 stars ,3 months ago,0,
Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
Sana Klinikum Hameln-Pyrmont, 1 star ,a year ago,0,Chronically understaffed
Sana Klinikum Hameln-Pyrmont, 4 stars ,6 months ago,2,"(Translated by Google) 5 days stay at the Corona time is exciting but what really bothered me here were the wheelchairs with luck you can find one with 2 footrests. Fortunately, I came here with 2 broken ankle joints, so walking on walking aids is very critical (means exit once a day for 1 hour when someone comes XD whether someone comes or not, but it's not up to the doctors or nurses) why the nurses don't get you out I don't know, probably because of Corona, but otherwise communication with the doctors is good, there was something confused about whether I am going to be operated on (2 screws for stabilization per foot) or not, but it was not so bad on a Sunday afternoon
The sisters are also almost all very competent but all very, very kind and friendly, get almost everything you need except a wheelchair that you can drive yourself

(Original)
5 Tage Aufenthalt zur Corona Zeit gibt spannendes aber was mich hier wirklich gestört hat waren die Rollstühle mit Glück findet man einen mit 2 Fußrasten. Ich bin zum Glück mit 2 gebrochenen sprunggelenken her gekommen also auf Gehhilfen laufen sehr kritisch (heißt Ausgang 1 mal am Tag für 1 Std wenn jemand kommt XD ob jemand kommt oder nicht liegt aber nicht an den Ärzten oder pflegern) warum die pfleger einen nicht raus schieben dürfen weiß ich nicht vlt wegen Corona aber sonst die Kommunikation mit den Ärzten ist gut es gab zwar etwas durch einander ob ich jetzt operiert werde (2 Schrauben zur Stabilisierung pro Fuß) oder nicht aber gut es war an einem sonntag nachmittag nicht so schlimm
Die Schwestern auch fast alle sehr kompetent aber alle sehr sehr lieb und freundlich bekommst fast alles was du brauchst ausser einen Rollstuhl den man selbst fahren kann"
Sana Klinikum Hameln-Pyrmont, 5 stars ,2 weeks ago,0,"(Translated by Google) Kudos to gastroenterology from Dr. Langner and station A4. I felt very professional and safe and I am very satisfied with the friendly nature of the staff and the warm treatment towards the patients. Thank you very much for that.

(Original)
Ein großes Lob an die Gastroenterologie von Dr. Langner und der Station A4. Ich habe mich sehr professionell und sicher aufgehoben gefühlt und bin sehr zufrieden mit der freundlichen Art des Personals und dem warmherzigen Umgang den Patienten gegenüber. Herzlichen Dank dafür."
Sana Klinikum Hameln-Pyrmont, 5 stars ,4 months ago,1,"(Translated by Google) Thanks to the doctors, midwives and nurses in the delivery room and on the maternity ward. I had great obstetrics for the second time. My twin birth was normal and I was well looked after. I was completely satisfied with the support. The only thing to complain about would be the food, it could be a bit more extensive and warm dishes were better spiced.

(Original)
Danke an die Ärzte, Hebammen und Schwestern im Kreißsaal und auf der Geburtsstation. Ich hatte zum zweiten Mal eine tolle Geburtshilfe. Meine Zwillingsgeburt verlief normal und ich wurde bestens betreut. Ich war rundum zufrieden mit der Betreuung. Das einzige zu bemängeln wäre das Essen, es könnte etwas umfangreicher sein und warme Speisen besser gewürzt sein."
Sana Klinikum Hameln-Pyrmont, 1 star ,3 weeks ago,10,"(Translated by Google) Humanly and medically very questionable. The nurses in the emergency room did not care, they did not respond to you even after several attempts to talk. When I asked for help, because something was stuck in my throat, I was told that it couldn't be that bad and that nothing could be stuck there. My bolus obstruction was not recognized, i.e. an occlusion of the esophagus from eating due to an illness. To be at the mercy is not a nice feeling and then not to be taken seriously and to be sent home without help is even worse.

(Original)
Menschlich und medizinisch sehr fragwürdig. Man war den Schwestern in der Notaufnahme egal, es wurde auch nach mehreren Gesprächsversuchen nicht auf einen eingegangen. Auf die Bitte um Hilfe, da mir etwas im Hals steckte, wurde mir gesagt, dass es nicht so schlimm sein kann und da nichts stecken könnte. Meine Bolus Obstruktion wurde nicht erkannt, also ein Verschluss der Speiseröhre durch Essen auf Grund einer Erkrankung.  Ausgeliefert zu sein ist schon mal kein schönes Gefühl und dann nicht ernst genommen zu werden und ohne Hilfe nach Hause geschickt zu werden, noch viel schlimmer."
Sana Klinikum Hameln-Pyrmont, 1 star ,6 months ago,4,"(Translated by Google) Terrifying in human terms.
Starting with the staff. Is always in a bad mood, doesn't feel like doing her job and is just grumbling. I was able to gain a lot of experience there, I'm very grateful for that, but a lot of things are just below the belt line there.
Gastroenterology, radiology and central patient admission are excluded from my assessment. You can really learn a lot there. As you can read in many other reviews here, things are going wrong in the shop. At the end of the day, the best thing about the place is the food. Lg

(Original)
Menschlich gesehen erschreckend.
Angefangen beim Personal. Ist immer schlecht gelaunt, hat keine Lust auf ihren Beruf und sind nur am Meckern. Habe dort viele Erfahrungen sammeln dürfen, dafür bin ich auch sehr dankbar, aber viele Sachen sind dort einfach unter der Gürtel Linie.
Ausgenommen von meiner Bewertung ist die Gastroenterologie, Radiologie und die Zentralepatientenaufnahme. Dort kann man wirklich viel lernen. So wie auch in vielen anderen Rezensionen hier zu lesen, läuft in dem Laden einiges falsch. Das beste an dem Laden ist am Ende noch das Essen. Lg"
Sana Klinikum Hameln-Pyrmont, 5 stars ,a month ago,0,"(Translated by Google) My husband took me to the emergency room for the New Year and luckily I received a very friendly welcome and my concerns were taken care of directly. After a maximum of 20 minutes waiting time, my examination began and Dr. Bilbao-Irmer took great care of me. A really great doctor, big praise !! She does a great job !! The entire staff in the operating room and the nurses on B1 were also very friendly and helpful.

(Original)
Mein Mann hat mich Neujahr in die Notaufnahme gebracht und dort wurde ich zum Glück sehr freundlich empfangen und man sich direkt um mein Anliegen gekümmert. Nach max. 20 Minuten Wartezeit begann meine Untersuchung und Frau Dr. Bilbao-Irmer hat sich super um mich gekümmert. Eine ganz tolle Ärztin, großes Lob!! Sie macht einen großartigen Job!! Auch die komplette Belegschaft im OP und die Schwestern auf der B1 waren sehr freundlich und hilfsbereit."
Sana Klinikum Hameln-Pyrmont, 2 stars ,6 months ago,3,"(Translated by Google) Recently admitted to Sana after dizziness and a brief faint at work. 10 minutes after arrival I was asked if I want to stay overnight or if I want to leave. At the time, no tests had been done and I didn't know what was wrong with me.

I got an infusion, waited 3 hours and got the information from another doctor that I should go from the emergency room to the waiting area because I was feeling better. When I was told that I still had accesses in the crook of my arm, I received the information that they will only be pulled when I actually leave.

Then at some point the emergency room doctor came and held out a slip of paper that I was asked to sign: ""Patient leaves the hospital against the advice of the doctors"" ... The doctor could not answer any questions about this because he was on the phone. He just waved it off. Shocked by it and because I didn't know what to do, I completely forgot about the additions. I then pulled it myself at home.

The 2nd star is only for the young trainee who offered a glass of water in between and independently inquired about the status of my blood values and told me about it. Thanks for that!

Otherwise I always prefer the hospital in Gehrden in the future.

(Original)
Wurde kürzlich nach Schwindel und einer kurzen Ohnmacht auf der Arbeit ins Sana eingeliefert. 10 Minuten nach Ankunft wurde ich gefragt, ob ich über Nacht bleiben will oder gehen will. Zu dem Zeitpunkt wurden noch keinerlei Untersuchungen gemacht und ich wusste noch nicht, was mir fehlt.

Ich bekam eine Infusion, habe 3 Stunden gewartet und bekam von einem anderen Arzt die Info, ich solle von der Notaufnahme in den Wartebereich, weil es mir schon besser ginge. Auf den Hinweis, das ich noch Zugänge in der Armbeuge hatte, bekam ich die Info, die werden erst gezogen, wenn ich wirklich gehe.

Dann kam irgendwann der Arzt der Notaufnahme, hielt mir Zettel hin die ich unterschreiben soll ""Patient verlässt das Krankenhaus gegen Rat der Ärzte""... Auf Rückfragen hierzu konnte der Arzt nicht eingehen, weil er telefonierte. Er winkte nur ab. Schockiert davon und weil ich nicht wusste, was ich machen sollte, habe ich die Zugänge komplett vergessen. Die hab ich mir dann zuhause notgedrungen selbst gezogen.

Der 2. Stern ist lediglich für die junge Auszubildende, die zwischendurch ein Glas Wasser angeboten hat und sich selbstständig nach dem Stand meiner Blutwerte erkundigt hat und mir davon berichtete. Danke dafür!

Ansonsten bevorzuge ich in Zukunft immer das Krankenhaus in Gehrden."
